step,hour,txn_type,amount,name_orig,old_balance_orig,new_balance_orig,name_dest,old_balance_dest,new_balance_dest,balance_diff_orig,balance_diff_dest,amount_to_balance_ratio,dest_balance_zeroed,night_txn_flag,weekend_flag,round_amount_flag,is_fraud,txn_type_enc,log_amount,log_old_bal_orig,error_balance_orig,error_balance_dest,surp_orig_zeroed,high_amount_flag,balance_drain_pct,is_transfer_cashout,fraud_score,fraud_tier,ml_alert
266,2,TRANSFER,37566.15,C9483236,68588.39,31022.24,C6355687,947.83,38513.98,37566.15,37566.15,0.5477,0,1,0,0,0,4,10.533885277292963,11.135893137029123,-3.637978807091713e-12,0.0,0,0,0.5476962253199803,1,0.0,Low,0
432,0,CASH_IN,4843.27,C2879630,7883.14,12726.41,C6555392,6711.24,11554.51,-4843.27,4843.27,0.6144,0,1,0,0,0,0,8.485551842178248,8.972608425598459,-9686.54,0.0,0,0,0.6143054283663152,0,0.0,Low,0
237,21,CASH_IN,32000.43,C4960769,35983.46,67983.89,C8789059,6600.55,38600.98,-32000.43,32000.43,0.8893,0,0,0,0,0,0,10.373535868283406,10.490842457576704,-64000.86,0.0,0,0,0.8892847078989097,0,0.0,Low,0
378,18,CASH_OUT,6204.02,C9276901,94227.34,88023.32,C3372250,8174.75,14378.77,6204.02,6204.02,0.0658,0,0,0,0,0,1,8.733113920840605,11.453476264575292,-1.4551915228366852e-11,0.0,0,0,0.06584027692730235,1,0.0,Low,0
346,10,CASH_OUT,10589.91,C6628775,12225.58,1635.67,C8800751,8551.54,19141.45,10589.91,10589.91,0.8662,0,0,0,0,0,1,9.267751365026427,9.411367549345654,0.0,0.0,0,0,0.8661383641214468,1,0.0,Low,0
136,16,TRANSFER,8134.48,C6566905,74099.5,65965.02,C4471384,8777.67,16912.15,8134.48,8134.48,0.1098,0,0,1,0,0,4,9.00399002221485,11.213177558899739,0.0,0.0,0,0,0.10977631729880365,1,0.0,Low,0
704,8,CASH_IN,1664.56,C2098066,4360.44,6025.0,C2644012,4610.3,6274.86,-1664.56,1664.56,0.3817,0,0,0,0,0,0,7.4179166822024944,8.38055755704358,-3329.1200000000003,9.094947017729282e-13,0,0,0.38165376572875015,0,0.0,Low,0
155,11,TRANSFER,280047.67,C4954142,325662.62,45614.95,C6876815,10128.31,0.0,280047.67,-10128.31,0.8599,1,0,1,0,1,4,12.542718688474764,12.693620287144165,1.4551915228366852e-11,290175.98,0,1,0.859929242326791,1,100.0,High,1
292,4,TRANSFER,52055.86,C5014534,49812.48,0.0,C8737057,8796.63,60852.49,49812.48,52055.86,1.045,0,1,1,0,0,4,10.860091861708403,10.816040909115706,-2243.3799999999974,0.0,1,0,1.045015525917884,1,0.0,Low,0
270,6,CASH_IN,758.55,C9087390,10947.59,11706.14,C9786203,26414.69,27173.24,-758.55,758.55,0.0693,0,0,0,0,0,0,6.632726152653672,9.300965959830162,-1517.0999999999985,-3.637978807091713e-12,0,0,0.06928289396168821,0,0.0,Low,0
680,8,DEBIT,1245.28,C7960946,316639.59,315394.31,C4371143,1629.97,2875.25,1245.28,1245.28,0.0039,0,0,0,0,0,2,7.127918393202967,12.665522624149462,0.0,0.0,0,0,0.003932787012555781,0,0.0,Low,0
309,21,PAYMENT,6416.17,C6075131,127783.53,121367.36,C5671199,10372.73,16788.9,6416.17,6416.17,0.0502,0,0,1,0,0,3,8.766732489529884,11.758100765085306,0.0,0.0,0,0,0.05021085103181113,0,0.0,Low,0
257,17,TRANSFER,13304.53,C9846863,295155.66,281851.13,C2687981,54311.56,67616.09,13304.53,13304.53,0.0451,0,0,0,0,0,4,9.495935017267039,12.595261545211814,-5.820766091346741e-11,0.0,0,0,0.04507616395984425,1,0.0,Low,0
224,8,DEBIT,1662.52,C4278946,35108.43,33445.91,C7519608,1356.19,3018.71,1662.52,1662.52,0.0474,0,0,0,0,0,2,7.41669111822966,10.466225034339722,0.0,0.0,0,0,0.047352520391245316,0,0.0,Low,0
229,13,TRANSFER,4785.39,C6367841,18747.02,13961.63,C6949389,36934.9,41720.29,4785.39,4785.39,0.2553,0,0,0,0,0,4,8.473531752820756,9.838843425822484,1.8189894035458565e-12,0.0,0,0,0.2552477541628396,1,0.0,Low,0
593,17,PAYMENT,1096.33,C7324289,6702.92,5606.59,C2230908,817.22,1913.55,1096.33,1096.33,0.1636,0,0,0,0,0,3,7.000635235457166,8.810447708916493,0.0,0.0,0,0,0.16353566271673886,0,0.0,Low,0
236,20,PAYMENT,9676.92,C1935605,42513.77,32836.85,C9686168,2099.12,11776.04,9676.92,9676.92,0.2276,0,0,0,0,0,3,9.177602281148403,10.657606823949914,0.0,0.0,0,0,0.2276131330358838,0,0.0,Low,0
216,0,TRANSFER,6530.51,C2474271,61319.76,54789.25,C9458069,14493.52,21024.03,6530.51,6530.51,0.1065,0,1,0,0,0,4,8.78439343596732,11.023873726907642,0.0,0.0,0,0,0.10649753851713514,1,0.0,Low,0
598,22,TRANSFER,159585.07,C3769412,72161.64,0.0,C3718506,9779.76,169364.83,72161.64,159585.07,2.2115,0,1,0,0,0,4,11.98033867948691,11.186677739433131,-87423.43000000001,2.9103830456733704e-11,1,0,2.211463854426612,1,0.0,Low,0
129,9,PAYMENT,720.38,C2749819,43533.96,42813.58,C1506291,1254.07,1974.45,720.38,720.38,0.0165,0,0,1,0,0,3,6.581166044214873,10.681319572461328,0.0,-2.2737367544323206e-13,0,0,0.016547161178050926,0,0.0,Low,0
111,15,CASH_IN,137749.87,C4017064,11590.97,149340.84,C6280453,5472.4,143222.27,-137749.87,137749.87,11.8842,0,0,0,0,0,0,11.83320204278469,9.358067896005451,-275499.74,0.0,0,0,11.88321484613918,0,0.0,Low,0
126,6,PAYMENT,927.36,C5713728,8833.1,7905.74,C1485192,40377.2,41304.56,927.36,927.36,0.105,0,0,1,0,0,3,6.833419588594894,9.086374511992787,9.094947017729282e-13,0.0,0,0,0.10497503990219717,0,0.0,Low,0
651,3,TRANSFER,2463.43,C4526124,4834.79,2371.36,C4487235,18991.25,21454.68,2463.43,2463.43,0.5095,0,1,1,0,0,4,7.8097158224148036,8.483799786474203,0.0,0.0,0,0,0.5094162484309699,1,0.0,Low,0
485,5,TRANSFER,42272.04,C6262381,36596.05,0.0,C5575262,40716.2,82988.24,36596.05,42272.04,1.1551,0,1,1,0,0,4,10.651904809593221,10.507722915048118,-5675.989999999998,-1.4551915228366852e-11,1,0,1.155066870143905,1,0.0,Low,0
650,2,DEBIT,805.07,C8367209,7874.75,7069.68,C4645368,6825.25,7630.32,805.07,805.07,0.1022,0,1,1,0,0,2,6.6921705873707396,8.971543697254212,0.0,0.0,0,0,0.10222137574199283,0,0.0,Low,0
601,1,DEBIT,3899.75,C8528488,1616.0,0.0,C8019959,1905.4,5805.15,1616.0,3899.75,2.4132,0,1,0,0,0,2,8.268924121321291,7.388327859577107,-2283.75,0.0,1,0,2.411719233147805,0,0.0,Low,0
720,0,CASH_IN,7766.02,C3244399,3201.98,10968.0,C4514380,9312.55,17078.57,-7766.02,7766.02,2.4254,0,1,0,0,0,0,8.957641843413114,8.07183690544355,-15532.04,0.0,0,0,2.4246233195336844,0,0.0,Low,0
202,10,TRANSFER,1637.16,C4010266,203748.79,202111.63,C6984097,2131.17,3768.33,1637.16,1637.16,0.008,0,0,0,0,0,4,7.401328939740305,12.224648000427731,0.0,0.0,0,0,0.008035149385920839,1,0.0,Low,0
704,8,DEBIT,36509.08,C1249836,29660.2,0.0,C3000683,51603.95,88113.03,29660.2,36509.08,1.2309,0,0,0,0,0,2,10.50534366582778,10.297595073403505,-6848.880000000001,0.0,1,0,1.2308699580596874,0,0.0,Low,0
229,13,CASH_OUT,945.71,C9504138,2216.89,1271.18,C8033351,3635.99,4581.7,945.71,945.71,0.4266,0,0,0,0,0,1,6.8529928160874025,7.704311572451442,-2.2737367544323206e-13,0.0,0,0,0.4264007682977966,1,0.0,Low,0
220,4,PAYMENT,2253.11,C8794978,94838.3,92585.19,C9328398,1245.0,3498.11,2253.11,2253.11,0.0238,0,1,0,0,0,3,7.720510495538484,11.459939159300141,0.0,0.0,0,0,0.02375713443688429,0,0.0,Low,0
52,4,CASH_IN,10722.42,C8240472,21695.67,32418.09,C6570744,7468.93,18191.35,-10722.42,10722.42,0.4942,0,1,0,0,0,0,9.280185413596337,9.984914071531742,-21444.840000000004,0.0,0,0,0.494196574866097,0,0.0,Low,0
523,19,PAYMENT,3185.91,C6704045,5242.43,2056.52,C5289575,245.46,3431.37,3185.91,3185.91,0.6077,0,0,0,0,0,3,8.06680707429471,8.564731143323616,4.547473508864641e-13,0.0,0,0,0.6076003684611027,0,0.0,Low,0
111,15,TRANSFER,2734.15,C8230894,236391.11,233656.96,C2132663,47679.18,50413.33,2734.15,2734.15,0.0116,0,0,0,0,0,4,7.913941557959118,12.373247188322583,0.0,0.0,0,0,0.011566164369868353,1,0.0,Low,0
347,11,TRANSFER,30406.04,C6158088,263507.15,233101.11,C5234944,291.12,30697.16,30406.04,30406.04,0.1154,0,0,0,0,0,4,10.322429439531415,12.48183957627651,2.9103830456733704e-11,0.0,0,0,0.11538937220727327,1,0.0,Low,0
166,22,DEBIT,3100.82,C7088418,40872.77,37771.95,C8822707,3508.4,6609.22,3100.82,3100.82,0.0759,0,1,1,0,0,2,8.039744314973545,10.61824381600367,0.0,0.0,0,0,0.07586332261496799,0,0.0,Low,0
504,0,DEBIT,2671.03,C6475109,115109.18,112438.15,C3684597,10151.17,12822.2,2671.03,2671.03,0.0232,0,1,0,0,0,2,7.890593762138418,11.653645035629543,0.0,0.0,0,0,0.02320411626495589,0,0.0,Low,0
125,5,PAYMENT,4342.45,C3000604,64616.04,60273.59,C7097194,80847.01,85189.46,4342.45,4342.45,0.0672,0,1,1,0,0,3,8.376424242179821,11.076233432077416,7.275957614183426e-12,-1.4551915228366852e-11,0,0,0.06720286166002032,0,0.0,Low,0
652,4,DEBIT,2404.55,C4030940,9937.57,7533.02,C9477055,12884.5,15289.05,2404.55,2404.55,0.242,0,1,1,0,0,2,7.785533846622927,9.204178426122246,-9.094947017729282e-13,0.0,0,0,0.24194124506845555,0,0.0,Low,0
56,8,PAYMENT,13572.52,C8308594,5939.65,0.0,C1439905,29792.57,43365.09,5939.65,13572.52,2.2851,0,0,0,0,0,3,9.515876114917527,8.689573833979354,-7632.870000000001,0.0,1,0,2.2846860192066525,0,0.0,Low,0
326,14,CASH_OUT,10867.79,C3306382,27675.94,16808.15,C4562776,2591.83,13459.62,10867.79,10867.79,0.3927,0,0,1,0,0,1,9.293650658371842,10.228354854487652,-3.637978807091713e-12,0.0,0,0,0.39266587997083496,1,0.0,Low,0
598,22,CASH_IN,40721.52,C2812855,5792.37,46513.89,C8237387,4668.56,45390.08,-40721.52,40721.52,7.0302,0,1,0,0,0,0,10.614536535360623,8.664469439245169,-81443.04,-7.275957614183426e-12,0,0,7.0289865829387725,0,0.0,Low,0
613,13,PAYMENT,2275.94,C5461852,126264.97,123989.03,C8281935,3182.22,5458.16,2275.94,2275.94,0.018,0,0,0,0,0,3,7.730587715255427,11.746145834187287,0.0,0.0,0,0,0.018024967455601854,0,0.0,Low,0
164,20,CASH_IN,15967.11,C4874382,30235.84,46202.95,C1000919,35155.37,51122.48,-15967.11,15967.11,0.5281,0,0,1,0,0,0,9.678348887305074,10.316816327478744,-31934.219999999998,0.0,0,0,0.5280680785425991,0,0.0,Low,0
128,8,CASH_IN,8389.18,C4335613,5345.37,13734.55,C7339147,224.06,8613.24,-8389.18,8389.18,1.5694,0,0,1,0,0,0,9.034817253343153,8.584173104928686,-16778.36,0.0,0,0,1.56913569393813,0,0.0,Low,0
587,11,CASH_IN,252.11,C7827505,29281.26,29533.37,C8477273,9620.01,9872.12,-252.11,252.11,0.0086,0,0,0,0,0,0,5.533824176845645,10.284737150888928,-504.22000000000116,0.0,0,0,0.008609649665019026,0,0.0,Low,0
177,9,CASH_IN,29773.81,C5149088,2136.78,31910.59,C5896152,2149.71,31923.52,-29773.81,29773.81,13.934,0,0,0,0,0,0,10.301418013010865,7.667523186383978,-59547.62,0.0,0,0,13.927443422615983,0,0.0,Low,0
461,5,CASH_OUT,4096.21,C2868685,68335.52,64239.31,C7785517,20596.28,24692.49,4096.21,4096.21,0.0599,0,1,1,0,0,1,8.318061533250605,11.13219960251144,7.275957614183426e-12,-3.637978807091713e-12,0,0,0.059941741253432275,1,0.0,Low,0
289,1,DEBIT,1036.83,C6338961,11075.75,10038.92,C9411393,4357.59,5394.42,1036.83,1036.83,0.0936,0,1,1,0,0,2,6.944887273819743,9.31260359597453,0.0,0.0,0,0,0.09360417089850362,0,0.0,Low,0
234,18,CASH_IN,19363.21,C4993625,58885.49,78248.7,C7007154,2044.03,21407.24,-19363.21,19363.21,0.3288,0,0,0,0,0,0,9.871181795867543,10.983366971513302,-38726.42,-3.637978807091713e-12,0,0,0.32882262128376133,0,0.0,Low,0
479,23,TRANSFER,44967.11,C6177509,12607.83,0.0,C5803494,106854.54,151821.65,12607.83,44967.11,3.5666,0,1,1,0,0,4,10.713708850862872,9.442152641149155,-32359.28,0.0,1,0,3.5663190002561698,1,0.0,Low,0
554,2,TRANSFER,6035.98,C1902825,1177.81,0.0,C5231439,6937.84,12973.82,1177.81,6035.98,5.1247,0,1,0,0,0,4,8.705659165887178,7.072260734030815,-4858.17,0.0,1,0,5.120401082447553,1,0.0,Low,0
667,19,DEBIT,6944.56,C4514781,231285.79,224341.23,C5410048,292.38,7236.94,6944.56,6944.56,0.03,0,0,1,0,0,2,8.84585788548705,12.351413734612791,0.0,9.094947017729282e-13,0,0,0.030025752875899224,0,0.0,Low,0
531,3,DEBIT,883.67,C3258269,627622.22,626738.55,C6306947,2181.49,3065.16,883.67,883.67,0.0014,0,1,0,0,0,2,6.785214694114457,13.349695297244557,-1.1641532182693481e-10,0.0,0,0,0.0014079625670955897,0,0.0,Low,0
138,18,CASH_OUT,11776.24,C2562533,25037.75,13261.51,C9476172,19521.44,31297.68,11776.24,11776.24,0.4703,0,0,1,0,0,1,9.373924134338159,10.128179903840188,0.0,0.0,0,0,0.47032060306524887,1,0.0,Low,0
288,0,TRANSFER,24309.16,C5977485,13461.92,0.0,C5150592,307.6,24616.76,13461.92,24309.16,1.8058,0,1,1,0,0,4,10.09864964894215,9.507694518749592,-10847.24,0.0,1,0,1.8056380042368223,1,0.0,Low,0
399,15,CASH_IN,1678.11,C5729132,23010.45,24688.56,C4083969,1289.33,2967.44,-1678.11,1678.11,0.0729,0,0,0,0,0,0,7.426019170119126,10.043747197123947,-3356.220000000001,-4.547473508864641e-13,0,0,0.07292500038024548,0,0.0,Low,0
374,14,DEBIT,10273.4,C1521583,3708.52,0.0,C7293250,25929.07,36202.47,3708.52,10273.4,2.7702,0,0,0,0,0,2,9.237410643498846,8.218657767177252,-6564.879999999999,0.0,1,0,2.7694688261554057,0,0.0,Low,0
137,17,PAYMENT,2372.92,C2700589,37414.43,35041.51,C8105413,1113.46,3486.38,2372.92,2372.92,0.0634,0,0,1,0,0,3,7.772297876202484,10.529838465165243,0.0,0.0,0,0,0.0634208934656103,0,0.0,Low,0
332,20,CASH_IN,1075.39,C4201171,61826.97,62902.36,C2277331,1592.22,2667.61,-1075.39,1075.39,0.0174,0,0,1,0,0,0,6.981368128582915,11.032111130055037,-2150.779999999999,0.0,0,0,0.017393260687679057,0,0.0,Low,0
261,21,CASH_IN,19236.52,C1550304,18888.23,38124.75,C5386809,827.07,20063.59,-19236.52,19236.52,1.0184,0,0,0,0,0,0,9.864617817782722,9.84634719735665,-38473.04,0.0,0,0,1.0183856091539993,0,0.0,Low,0
194,2,CASH_IN,3054.46,C8283607,87397.47,90451.93,C3814530,1222.31,4276.77,-3054.46,3054.46,0.0349,0,1,0,0,0,0,8.024685433102169,11.378233055769575,-6108.919999999998,0.0,0,0,0.03494866672151126,0,0.0,Low,0
273,9,TRANSFER,2657.79,C2163159,4736.53,2078.74,C8750549,1806.03,4463.82,2657.79,2657.79,0.5611,0,0,0,0,0,4,7.885626411065123,8.463271181824458,0.0,0.0,0,0,0.5610075292399204,1,0.0,Low,0
103,7,PAYMENT,7114.13,C5495312,3921.02,0.0,C3186545,4213.82,11327.95,3921.02,7114.13,1.8144,0,0,0,0,0,3,8.869978781614941,8.274362106182352,-3193.11,0.0,1,0,1.8138943707579258,0,0.0,Low,0
604,4,DEBIT,6433.98,C2642203,2511.17,0.0,C4735846,14074.09,20508.07,2511.17,6433.98,2.5621,0,1,0,0,0,2,8.769504012022288,7.828902200457465,-3922.8099999999995,0.0,1,0,2.561124446195918,0,0.0,Low,0
241,1,CASH_IN,4489.02,C3757501,35394.33,39883.35,C5956976,2604.23,7093.25,-4489.02,4489.02,0.1268,0,1,0,0,0,0,8.409612435069365,10.474335169515584,-8978.039999999997,0.0,0,0,0.1268252054720213,0,0.0,Low,0
395,11,TRANSFER,16248.11,C2807714,384522.84,368274.73,C3194685,3159.41,19407.52,16248.11,16248.11,0.0423,0,0,0,0,0,4,9.695793417027225,12.859761068606534,5.820766091346741e-11,0.0,0,0,0.042255143400211546,1,0.0,Low,0
645,21,CASH_OUT,597.12,C6596453,29844.44,29247.32,C4956701,2750.98,3348.1,597.12,597.12,0.02,0,0,1,0,0,1,6.393791402715643,10.303787343332072,0.0,0.0,0,0,0.02000707645791116,1,0.0,Low,0
618,18,PAYMENT,1968.75,C5676927,34402.52,32433.77,C7408647,3861.61,5830.36,1968.75,1968.75,0.0572,0,0,0,0,0,3,7.585661910125798,10.44591416370798,-3.637978807091713e-12,9.094947017729282e-13,0,0,0.057225249044283846,0,0.0,Low,0
176,8,TRANSFER,5869.31,C9488414,125283.44,119414.13,C5318958,8147.72,14017.03,5869.31,5869.31,0.0468,0,0,0,0,0,4,8.677662722330592,11.738341951209653,0.0,0.0,0,0,0.04684787671956709,1,0.0,Low,0
562,10,TRANSFER,4380.72,C3214309,19453.31,15072.59,C8189644,7922.95,12303.67,4380.72,4380.72,0.2252,0,0,0,0,0,4,8.385196620350284,9.87582391832864,0.0,0.0,0,0,0.22517992157007882,1,0.0,Low,0
196,4,CASH_IN,45768.13,C3106770,28769.19,74537.32,C3190107,3023.97,48792.1,-45768.13,45768.13,1.5909,0,1,0,0,0,0,10.731365125383133,10.267095060625282,-91536.26000000001,0.0,0,0,1.5908177874390124,0,0.0,Low,0
654,6,TRANSFER,2920.48,C2838029,1028662.09,1025741.61,C8108804,1139.3,4059.78,2920.48,2920.48,0.0028,0,0,1,0,0,4,7.979845616172668,13.843770546238218,0.0,-4.547473508864641e-13,0,0,0.0028391025481433385,1,0.0,Low,0
431,23,CASH_IN,2465.06,C1564777,22845.25,25310.31,C8973933,847.26,3312.32,-2465.06,2465.06,0.1079,0,1,0,0,0,0,7.810377014328541,10.036542269068653,-4930.120000000003,-4.547473508864641e-13,0,0,0.10789779504295015,0,0.0,Low,0
369,9,TRANSFER,3436.56,C8733879,19558.17,16121.61,C6830282,9167.03,12603.59,3436.56,3436.56,0.1757,0,0,0,0,0,4,8.142517196367953,9.881199509150647,-1.8189894035458565e-12,0.0,0,0,0.17570070713634578,1,0.0,Low,0
694,22,CASH_OUT,5610.04,C8514622,15639.59,10029.55,C1527381,13158.59,18768.63,5610.04,5610.04,0.3587,0,1,0,0,0,1,8.632491364579598,9.657624737172945,0.0,0.0,0,0,0.35868467877490556,1,0.0,Low,0
667,19,CASH_OUT,7935.93,C9314523,32302.91,24366.98,C7060257,25432.44,33368.37,7935.93,7935.93,0.2457,0,0,1,0,0,1,8.97928182959879,10.382943554516048,0.0,-7.275957614183426e-12,0,0,0.2456646888875062,1,0.0,Low,0
498,18,CASH_IN,2364.98,C7102627,15005.88,17370.86,C3652838,1220.07,3585.05,-2364.98,2364.98,0.1576,0,0,1,0,0,0,7.768947591417229,9.616264041595612,-4729.960000000001,0.0,0,0,0.1575930506541,0,0.0,Low,0
520,16,PAYMENT,2731.73,C5497879,3018.27,286.54,C4304297,39286.08,42017.81,2731.73,2731.73,0.9051,0,0,0,0,0,3,7.913056388512089,8.012770359295175,-5.684341886080802e-14,7.275957614183426e-12,0,0,0.9047650591036906,0,0.0,Low,0
335,23,TRANSFER,21715.63,C1112594,2522.79,0.0,C3367323,9719.79,31435.42,2522.79,21715.63,8.6078,0,1,1,0,0,4,9.985833605472099,7.8335170189318575,-19192.84,3.637978807091713e-12,1,0,8.604372788544215,1,0.0,Low,0
434,2,PAYMENT,1199.77,C1827581,7475.11,6275.34,C5726455,1477.73,2677.5,1199.77,1199.77,0.1605,0,1,0,0,0,3,7.090718296662726,8.919467882217877,0.0,0.0,0,0,0.16048051727435791,0,0.0,Low,0
85,13,PAYMENT,2858.71,C9048673,6272.71,3414.0,C8760339,19330.0,22188.71,2858.71,2858.71,0.4557,0,0,0,0,0,3,7.958475500071314,8.744123165176752,0.0,0.0,0,0,0.45566498929660443,0,0.0,Low,0
691,19,TRANSFER,453596.24,C4901116,27852.11,0.0,C6257503,5097.49,458693.73,27852.11,453596.24,16.2859,0,0,0,0,0,4,13.024964946721083,10.234699908779724,-425744.13,0.0,1,1,16.285299559007953,1,0.0,Low,0
650,2,CASH_IN,17022.18,C6078068,66020.0,83042.18,C9191280,1065.32,18087.5,-17022.18,17022.18,0.2578,0,1,1,0,0,0,9.742331223688057,11.097728152217645,-34044.35999999999,0.0,0,0,0.25782978143318036,0,0.0,Low,0
694,22,CASH_OUT,4740.19,C4540694,6804.04,2063.85,C8952806,30211.92,34952.11,4740.19,4740.19,0.6967,0,1,0,0,0,1,8.464043438032446,8.82541879309915,4.547473508864641e-13,0.0,0,0,0.6965704830537366,1,0.0,Low,0
322,10,TRANSFER,8823.07,C5205047,20819.07,11996.0,C6521512,241.67,9064.74,8823.07,8823.07,0.4238,0,0,1,0,0,4,9.085238493812117,9.943672704315086,0.0,0.0,0,0,0.42377715348699596,1,0.0,Low,0
144,0,PAYMENT,2225.27,C9987519,21984.02,19758.75,C5379634,68193.18,70418.45,2225.27,2225.27,0.1012,0,1,1,0,0,3,7.7080828182805305,9.998116591325664,0.0,0.0,0,0,0.10121755631789282,0,0.0,Low,0
55,7,CASH_OUT,1789.5,C6865054,6237.16,4447.66,C1255471,24713.2,26502.7,1789.5,1789.5,0.2869,0,0,0,0,0,1,7.490250189438488,8.738440546085366,0.0,0.0,0,0,0.28686343408953924,1,0.0,Low,0
324,12,CASH_IN,73021.7,C6287279,30808.34,103830.04,C4284641,2704.87,75726.57,-73021.7,73021.7,2.3702,0,0,1,0,0,0,11.198525630696938,10.33557316974491,-146043.4,-1.4551915228366852e-11,0,0,2.3701156856979084,0,0.0,Low,0
465,9,TRANSFER,12644.09,C9904982,4427.18,0.0,C1840410,35236.95,47881.04,4427.18,12644.09,2.856,0,0,1,0,0,4,9.44502427651646,8.395743943408826,-8216.91,-7.275957614183426e-12,1,0,2.8553694745922704,1,0.0,Low,0
495,15,TRANSFER,219702.16,C5419215,3155.3,0.0,C7598685,165638.03,385340.19,3155.3,219702.16,69.6296,0,0,1,0,0,4,12.30003264151915,8.057155734482352,-216546.86000000002,0.0,1,1,69.60750245540665,1,0.0,Low,0
423,15,PAYMENT,3395.1,C4356044,13625.39,10230.29,C3233806,3778.97,7174.07,3395.1,3395.1,0.2492,0,0,0,0,0,3,8.13038299340524,9.51976363267655,-1.8189894035458565e-12,0.0,0,0,0.24915623286872018,0,0.0,Low,0
464,8,TRANSFER,16068.59,C7045400,1113484.14,1097415.55,C7961186,8267.76,24336.35,16068.59,16068.59,0.0144,0,0,1,0,0,4,9.68468394502712,13.923005420282921,-2.3283064365386963e-10,0.0,0,0,0.014430897569050631,1,0.0,Low,0
626,2,TRANSFER,34172.61,C8553209,9953.0,0.0,C6495669,2602.54,36775.15,9953.0,34172.61,3.4334,0,1,1,0,0,4,10.439208987758397,9.2057297594185,-24219.61,0.0,1,0,3.433053044002411,1,0.0,Low,0
690,18,PAYMENT,2734.54,C9741665,55417.06,52682.52,C7942039,28484.96,31219.5,2734.54,2734.54,0.0493,0,0,0,0,0,3,7.914084135952264,10.922660812391058,0.0,0.0,0,0,0.04934384206159508,0,0.0,Low,0
208,16,DEBIT,16297.51,C3136799,95327.3,79029.79,C2947434,1940.75,18238.26,16297.51,16297.51,0.171,0,0,0,0,0,2,9.698828971573665,11.465082002537262,1.4551915228366852e-11,3.637978807091713e-12,0,0,0.17096192840950694,0,0.0,Low,0
696,0,CASH_IN,24510.58,C7860588,9060.29,33570.87,C9308388,2539.26,27049.84,-24510.58,24510.58,2.7053,0,1,0,0,0,0,10.106900937928769,9.11176677300733,-49021.16,3.637978807091713e-12,0,0,2.704976885189636,0,0.0,Low,0
